fips,series_complete_pop_pct,date
46111,34.1,07/04/2021
10001,38.8,07/04/2021
48459,0,07/04/2021
05035,25.1,07/04/2021
28009,29.7,07/04/2021
28047,33.8,07/04/2021
19125,41.6,07/04/2021
20207,30.8,07/04/2021
05087,26.3,07/04/2021
45025,25.6,07/04/2021
48363,0,07/04/2021
54059,20.8,07/04/2021
28031,29.1,07/04/2021
22055,31.8,07/04/2021
48491,0,07/04/2021
20147,33.4,07/04/2021
47091,28.4,07/04/2021
02290,54.2,07/04/2021
47181,29.8,07/04/2021
28041,22.5,07/04/2021
35009,22.6,07/04/2021
55039,42.2,07/04/2021
47171,40.1,07/04/2021
47067,23.5,07/04/2021
09015,49.6,07/04/2021
05133,26.4,07/04/2021
31163,31.4,07/04/2021
17173,28.8,07/04/2021
01069,27.6,07/04/2021
41069,46,07/04/2021
12049,24.7,07/04/2021
21219,26.7,07/04/2021
45019,48.2,07/04/2021
46077,50.3,07/04/2021
12105,37.3,07/04/2021
28113,30.6,07/04/2021
17153,25.4,07/04/2021
37023,34.1,07/04/2021
13187,5.2,07/04/2021
48063,0,07/04/2021
02013,65.5,07/04/2021
27135,39.7,07/04/2021
27087,47.1,07/04/2021
38033,22.3,07/04/2021
40107,33.5,07/04/2021
30055,13.5,07/04/2021
28059,27.9,07/04/2021
09011,61.7,07/04/2021
13219,20.7,07/04/2021
17117,37.8,07/04/2021
54047,19.2,07/04/2021
02220,61.6,07/04/2021
12001,49.8,07/04/2021
12017,43.5,07/04/2021
13267,7,07/04/2021
12123,25.2,07/04/2021
01075,28.8,07/04/2021
26035,36.1,07/04/2021
48201,0,07/04/2021
31169,36.8,07/04/2021
26055,56,07/04/2021
30015,23.7,07/04/2021
13293,26.5,07/04/2021
29165,40.2,07/04/2021
28125,37.3,07/04/2021
48455,0,07/04/2021
29215,20.8,07/04/2021
22021,25.1,07/04/2021
13249,9.8,07/04/2021
28149,37.3,07/04/2021
21127,31.3,07/04/2021
42033,39.6,07/04/2021
37087,43.2,07/04/2021
47071,29.2,07/04/2021
27113,38.4,07/04/2021
40113,21.3,07/04/2021
02016,48.6,07/04/2021
02068,41.2,07/04/2021
48089,0,07/04/2021
37007,20.7,07/04/2021
54025,31.9,07/04/2021
19039,41.7,07/04/2021
48047,0,07/04/2021
22027,26.8,07/04/2021
31069,35.6,07/04/2021
21097,36.2,07/04/2021
02261,45.3,07/04/2021
13091,4.2,07/04/2021
27067,38.8,07/04/2021
28019,22.4,07/04/2021
27089,34.4,07/04/2021
01127,30.6,07/04/2021
12005,32.9,07/04/2021
08003,29.8,07/04/2021
13229,17.2,07/04/2021
05073,24,07/04/2021
12119,67,07/04/2021
13279,9.9,07/04/2021
19175,40.5,07/04/2021
27007,44.4,07/04/2021
33003,58.6,07/04/2021
55075,39.6,07/04/2021
06105,0,07/04/2021
48215,0,07/04/2021
72009,68.7,07/04/2021
56027,22.8,07/04/2021
02230,61.3,07/04/2021
30039,29.8,07/04/2021
26137,45.9,07/04/2021
22005,32.1,07/04/2021
23011,54.8,07/04/2021
16023,31.9,07/04/2021
16019,34.6,07/04/2021
12011,48.6,07/04/2021
22067,29.5,07/04/2021
12045,33.7,07/04/2021
27149,44.9,07/04/2021
20183,35.9,07/04/2021
72055,49.3,07/04/2021
40079,26.5,07/04/2021
31143,30.5,07/04/2021
48471,0,07/04/2021
56037,29.6,07/04/2021
48013,0,07/04/2021
12029,22.3,07/04/2021
29221,21.8,07/04/2021
21161,38.7,07/04/2021
40153,27.3,07/04/2021
18085,31.7,07/04/2021
48195,0,07/04/2021
42051,44.8,07/04/2021
18087,18.3,07/04/2021
30057,35.7,07/04/2021
51710,35.1,07/04/2021
06067,47,07/04/2021
12131,32.2,07/04/2021
25027,53.9,07/04/2021
17077,35.2,07/04/2021
39027,35.9,07/04/2021
48333,0,07/04/2021
31075,12.4,07/04/2021
05033,25.8,07/04/2021
08011,9.9,07/04/2021
17093,44.8,07/04/2021
55053,38.5,07/04/2021
22039,22.9,07/04/2021
34001,49.3,07/04/2021
21119,33.8,07/04/2021
17009,24.8,07/04/2021
39133,44.4,07/04/2021
31135,30,07/04/2021
19131,39.2,07/04/2021
26021,43.3,07/04/2021
21099,25,07/04/2021
18075,29.4,07/04/2021
39115,32,07/04/2021
27103,49.8,07/04/2021
40135,26.4,07/04/2021
49043,57.5,07/04/2021
08053,28,07/04/2021
37065,33,07/04/2021
17123,40.2,07/04/2021
16057,42.9,07/04/2021
47043,31.3,07/04/2021
22119,28.4,07/04/2021
55091,40.3,07/04/2021
28153,21.6,07/04/2021
12101,41.3,07/04/2021
41023,36.4,07/04/2021
42125,48.4,07/04/2021
48129,0,07/04/2021
28099,24.4,07/04/2021
21055,26.6,07/04/2021
17183,27.2,07/04/2021
27057,37.1,07/04/2021
16059,35.7,07/04/2021
31011,40.4,07/04/2021
06071,37.8,07/04/2021
72131,59.9,07/04/2021
27013,47.8,07/04/2021
39095,44.1,07/04/2021
72153,59.2,07/04/2021
21155,39.2,07/04/2021
28021,33.8,07/04/2021
40115,23.5,07/04/2021
48327,0,07/04/2021
38063,57.2,07/04/2021
04021,36.7,07/04/2021
28077,35.7,07/04/2021
27127,40.7,07/04/2021
21141,36.5,07/04/2021
48109,0,07/04/2021
50003,35.3,07/04/2021
38041,30.2,07/04/2021
46069,36.2,07/04/2021
41017,54.5,07/04/2021
20017,34.7,07/04/2021
48353,0,07/04/2021
41013,37.9,07/04/2021
51820,0.8,07/04/2021
31071,22.5,07/04/2021
29013,26.7,07/04/2021
55127,41.4,07/04/2021
47187,49.1,07/04/2021
54035,15.8,07/04/2021
13151,13.7,07/04/2021
12089,41,07/04/2021
16067,26.1,07/04/2021
16069,38.1,07/04/2021
05103,33.3,07/04/2021
28143,28,07/04/2021
51015,20.5,07/04/2021
36079,56.1,07/04/2021
51079,2.2,07/04/2021
55025,67.6,07/04/2021
39047,33.1,07/04/2021
18133,33.5,07/04/2021
17069,29.2,07/04/2021
21063,24.1,07/04/2021
35013,46,07/04/2021
26045,44.9,07/04/2021
28115,27.3,07/04/2021
27141,32.2,07/04/2021
33001,50.7,07/04/2021
19193,41.7,07/04/2021
39175,37,07/04/2021
13291,7.5,07/04/2021
55131,44.9,07/04/2021
17177,45.1,07/04/2021
46007,31.9,07/04/2021
27145,42.7,07/04/2021
08029,26.6,07/04/2021
37081,44.1,07/04/2021
06039,35.9,07/04/2021
19183,45.8,07/04/2021
48505,0,07/04/2021
51155,15.9,07/04/2021
42081,40,07/04/2021
19165,48.4,07/04/2021
51141,21.8,07/04/2021
25015,53,07/04/2021
33017,50.4,07/04/2021
48445,0,07/04/2021
51183,8.4,07/04/2021
37045,32.3,07/04/2021
05007,34.2,07/04/2021
08095,25.3,07/04/2021
33013,57.4,07/04/2021
51099,12.6,07/04/2021
30047,44.4,07/04/2021
48371,0,07/04/2021
27111,38,07/04/2021
31113,12.8,07/04/2021
51097,24,07/04/2021
46005,32,07/04/2021
51153,46.7,07/04/2021
13245,24.9,07/04/2021
19145,42.8,07/04/2021
28163,27.6,07/04/2021
21117,48.1,07/04/2021
46102,38.2,07/04/2021
18051,35.4,07/04/2021
06031,27.8,07/04/2021
30111,38.8,07/04/2021
21149,36.2,07/04/2021
13233,6.5,07/04/2021
51147,2.3,07/04/2021
55101,45.1,07/04/2021
41007,50.6,07/04/2021
42127,48,07/04/2021
38075,28.7,07/04/2021
21181,38.8,07/04/2021
48161,0,07/04/2021
22003,21.9,07/04/2021
46075,41.4,07/04/2021
16085,47,07/04/2021
72095,53.1,07/04/2021
31059,41.1,07/04/2021
48485,0,07/04/2021
48219,0,07/04/2021
47145,32.7,07/04/2021
47019,29.7,07/04/2021
72119,44.4,07/04/2021
30077,34.6,07/04/2021
39147,37.7,07/04/2021
24510,46.6,07/04/2021
17029,32,07/04/2021
19099,45.9,07/04/2021
20193,31.1,07/04/2021
55019,28,07/04/2021
51570,0.7,07/04/2021
42133,44.9,07/04/2021
08059,48.2,07/04/2021
36049,40.5,07/04/2021
38021,42.9,07/04/2021
27133,41.4,07/04/2021
39017,42.5,07/04/2021
12085,48.5,07/04/2021
13261,27.6,07/04/2021
13211,15.8,07/04/2021
13043,10.3,07/04/2021
13321,9.1,07/04/2021
47165,33,07/04/2021
56017,36.2,07/04/2021
37097,35.7,07/04/2021
47095,22.5,07/04/2021
78010,0,07/04/2021
06019,40.5,07/04/2021
22127,30.4,07/04/2021
32033,39.3,07/04/2021
66010,45.1,07/04/2021
09013,54.8,07/04/2021
27041,44.9,07/04/2021
35043,53,07/04/2021
54065,3,07/04/2021
37043,27.2,07/04/2021
29063,19.9,07/04/2021
20081,26.9,07/04/2021
25009,57.7,07/04/2021
26135,34.9,07/04/2021
55063,54.7,07/04/2021
51520,44.5,07/04/2021
26125,53.5,07/04/2021
01097,29.9,07/04/2021
12063,29.4,07/04/2021
40031,36.2,07/04/2021
53005,41.2,07/04/2021
19177,32.6,07/04/2021
41015,42.7,07/04/2021
19005,42.2,07/04/2021
21079,35.9,07/04/2021
42029,51.4,07/04/2021
42043,47.4,07/04/2021
36103,55.2,07/04/2021
13107,18.4,07/04/2021
06033,41.6,07/04/2021
12023,27.3,07/04/2021
25011,54.5,07/04/2021
08083,34.1,07/04/2021
38083,29.7,07/04/2021
26043,53.8,07/04/2021
36007,51.1,07/04/2021
13253,6,07/04/2021
21231,27.2,07/04/2021
27083,42.7,07/04/2021
13047,9.7,07/04/2021
48253,0,07/04/2021
48025,0,07/04/2021
08093,29.4,07/04/2021
19151,42.4,07/04/2021
20097,35.4,07/04/2021
72127,49.5,07/04/2021
05081,19.5,07/04/2021
13237,6.7,07/04/2021
21125,27.8,07/04/2021
31029,21.9,07/04/2021
35053,45.3,07/04/2021
49019,41.6,07/04/2021
50007,60,07/04/2021
26049,38.9,07/04/2021
12117,44.4,07/04/2021
06059,52.8,07/04/2021
34017,53.8,07/04/2021
40129,26.1,07/04/2021
46127,38.8,07/04/2021
29185,23.5,07/04/2021
17083,40.7,07/04/2021
23025,46.8,07/04/2021
40071,29.7,07/04/2021
51057,12.2,07/04/2021
39019,34.1,07/04/2021
54103,8.9,07/04/2021
48135,0,07/04/2021
16013,61.5,07/04/2021
18099,34.7,07/04/2021
20001,32.1,07/04/2021
18111,23.9,07/04/2021
05097,26.4,07/04/2021
28043,32.3,07/04/2021
18125,44.9,07/04/2021
38087,9.1,07/04/2021
27055,35,07/04/2021
02060,83.4,07/04/2021
28129,20.6,07/04/2021
51161,1.6,07/04/2021
51810,32.9,07/04/2021
28091,26.1,07/04/2021
40125,32.6,07/04/2021
31109,52.1,07/04/2021
05145,28.9,07/04/2021
08037,44,07/04/2021
37001,41.7,07/04/2021
19049,50.7,07/04/2021
38081,47.9,07/04/2021
48159,0,07/04/2021
45031,34.3,07/04/2021
48395,0,07/04/2021
31027,32.7,07/04/2021
29207,26,07/04/2021
17095,40.3,07/04/2021
45033,29.6,07/04/2021
17023,31.4,07/04/2021
17179,43.6,07/04/2021
18103,31.2,07/04/2021
54093,27.1,07/04/2021
13139,21.2,07/04/2021
13069,18.2,07/04/2021
19021,47.8,07/04/2021
24039,36.6,07/04/2021
21135,23.8,07/04/2021
48243,0,07/04/2021
48087,0,07/04/2021
30099,31.4,07/04/2021
02130,51.5,07/04/2021
29103,30.2,07/04/2021
48151,0,07/04/2021
72151,51.1,07/04/2021
51023,15.6,07/04/2021
26057,35.7,07/04/2021
17033,35.2,07/04/2021
48207,0,07/04/2021
51069,15.8,07/04/2021
18137,36.5,07/04/2021
26111,46.6,07/04/2021
17185,35.2,07/04/2021
16061,34.9,07/04/2021
21169,27.5,07/04/2021
51115,42.8,07/04/2021
38091,36.8,07/04/2021
36035,42.3,07/04/2021
51005,3.4,07/04/2021
37089,43.2,07/04/2021
05071,29.7,07/04/2021
28079,28.4,07/04/2021
42039,38.9,07/04/2021
05121,19.7,07/04/2021
21207,33.4,07/04/2021
29155,17.3,07/04/2021
45057,29.4,07/04/2021
30025,24.6,07/04/2021
20071,38.4,07/04/2021
72121,60.6,07/04/2021
46009,41.5,07/04/2021
29077,34.5,07/04/2021
31171,18.7,07/04/2021
05093,24.8,07/04/2021
56041,30.6,07/04/2021
34025,51.3,07/04/2021
48329,0,07/04/2021
21037,50.2,07/04/2021
22049,26.9,07/04/2021
34019,52.9,07/04/2021
06023,48.7,07/04/2021
19061,53,07/04/2021
20197,34.6,07/04/2021
09005,61.2,07/04/2021
27017,49.9,07/04/2021
45027,32,07/04/2021
46019,23.8,07/04/2021
48441,0,07/04/2021
05077,22.8,07/04/2021
12039,39.8,07/04/2021
13189,10.4,07/04/2021
05001,35.5,07/04/2021
05085,30.5,07/04/2021
41027,66,07/04/2021
17039,36.8,07/04/2021
55115,40.7,07/04/2021
48301,0,07/04/2021
20059,35.3,07/04/2021
27125,42.4,07/04/2021
22015,30.1,07/04/2021
23001,52.3,07/04/2021
29127,31.3,07/04/2021
45005,40.6,07/04/2021
45067,32.8,07/04/2021
02270,49.8,07/04/2021
13273,12.3,07/04/2021
72001,52.4,07/04/2021
34021,50.5,07/04/2021
40055,27.2,07/04/2021
39087,32,07/04/2021
31043,43.7,07/04/2021
22121,33.8,07/04/2021
21089,32,07/04/2021
06057,47.4,07/04/2021
51197,18.7,07/04/2021
47183,24.9,07/04/2021
47111,21.2,07/04/2021
42097,44.8,07/04/2021
46043,30.4,07/04/2021
13205,9.6,07/04/2021
36067,59.2,07/04/2021
28081,29.3,07/04/2021
13149,7.6,07/04/2021
27143,36.6,07/04/2021
17013,42,07/04/2021
18015,26.7,07/04/2021
55069,44,07/04/2021
31061,28.9,07/04/2021
48017,0,07/04/2021
27137,52.9,07/04/2021
54107,32,07/04/2021
27011,54,07/04/2021
38005,31.5,07/04/2021
10003,50.6,07/04/2021
18115,57.3,07/04/2021
21209,47.2,07/04/2021
01039,22.7,07/04/2021
13223,13.2,07/04/2021
51670,0,07/04/2021
54005,28.8,07/04/2021
47143,30.6,07/04/2021
18141,46.9,07/04/2021
37179,38.1,07/04/2021
19191,50.9,07/04/2021
37161,28.4,07/04/2021
40073,31.4,07/04/2021
13109,13,07/04/2021
08041,38.3,07/04/2021
13221,20.1,07/04/2021
17003,20.3,07/04/2021
20189,21.6,07/04/2021
27121,45.3,07/04/2021
27009,28.7,07/04/2021
29049,32.5,07/04/2021
26131,57.5,07/04/2021
20101,32.7,07/04/2021
16001,45,07/04/2021
39135,32.7,07/04/2021
29157,27.2,07/04/2021
21051,28.8,07/04/2021
18089,43,07/04/2021
21145,40.3,07/04/2021
26099,44.6,07/04/2021
47061,18.1,07/04/2021
29151,27.3,07/04/2021
48147,0,07/04/2021
35028,62.1,07/04/2021
28051,36,07/04/2021
42063,36.1,07/04/2021
26079,38.6,07/04/2021
28071,40.2,07/04/2021
37073,32.9,07/04/2021
38069,36.1,07/04/2021
06083,51.8,07/04/2021
08017,12.2,07/04/2021
15007,0,07/04/2021
36105,44.7,07/04/2021
33015,54.1,07/04/2021
29039,23,07/04/2021
27119,31.1,07/04/2021
36081,57.1,07/04/2021
53023,24.6,07/04/2021
19059,47.9,07/04/2021
02105,59.9,07/04/2021
48393,0,07/04/2021
72135,48.5,07/04/2021
29113,27.2,07/04/2021
48349,0,07/04/2021
32031,49.3,07/04/2021
48465,0,07/04/2021
13163,20.2,07/04/2021
72129,52,07/04/2021
31013,22.2,07/04/2021
47053,29.4,07/04/2021
48405,0,07/04/2021
36063,52,07/04/2021
18083,39.3,07/04/2021
29209,27.3,07/04/2021
40021,31.8,07/04/2021
47001,41.3,07/04/2021
51199,35.8,07/04/2021
51063,3.9,07/04/2021
41033,37.5,07/04/2021
39059,34.3,07/04/2021
18049,31.7,07/04/2021
47087,23.7,07/04/2021
42083,29.6,07/04/2021
36017,47.9,07/04/2021
31173,45.5,07/04/2021
15001,0,07/04/2021
41025,33.5,07/04/2021
39075,13.8,07/04/2021
36061,62.9,07/04/2021
39049,48.6,07/04/2021
13235,7.3,07/04/2021
17145,28.9,07/04/2021
55065,48,07/04/2021
39011,31.8,07/04/2021
53069,40.8,07/04/2021
30003,55.1,07/04/2021
51095,6.7,07/04/2021
13079,11.8,07/04/2021
08031,44.2,07/04/2021
22089,38.6,07/04/2021
13125,7.7,07/04/2021
21239,57.6,07/04/2021
01005,25.9,07/04/2021
50009,32.3,07/04/2021
45069,29.6,07/04/2021
25013,49,07/04/2021
48237,0,07/04/2021
36071,48.3,07/04/2021
51053,21.7,07/04/2021
13099,7.9,07/04/2021
19007,37.2,07/04/2021
13305,21.9,07/04/2021
30049,47.5,07/04/2021
32023,33.5,07/04/2021
54027,19.3,07/04/2021
01003,30.4,07/04/2021
72011,52.1,07/04/2021
20095,35.1,07/04/2021
47147,34.7,07/04/2021
34007,49.5,07/04/2021
54101,27.7,07/04/2021
51678,0,07/04/2021
19081,39.9,07/04/2021
28095,32.9,07/04/2021
22061,29.9,07/04/2021
48413,0,07/04/2021
30073,39.5,07/04/2021
51680,0.7,07/04/2021
46137,18.4,07/04/2021
45035,35.5,07/04/2021
31003,29.3,07/04/2021
48181,0,07/04/2021
35049,53.8,07/04/2021
41041,57.1,07/04/2021
19079,50,07/04/2021
37085,26.5,07/04/2021
37193,30,07/04/2021
29183,45.7,07/04/2021
20121,35.2,07/04/2021
37033,36.8,07/04/2021
54077,29.8,07/04/2021
48073,0,07/04/2021
13277,12.9,07/04/2021
47031,30.9,07/04/2021
47083,28,07/04/2021
19001,39.9,07/04/2021
50027,44.2,07/04/2021
13255,8.4,07/04/2021
72039,57.7,07/04/2021
41065,50,07/04/2021
47121,48.4,07/04/2021
45001,30,07/04/2021
34009,57.9,07/04/2021
38001,39.4,07/04/2021
29075,31.4,07/04/2021
42109,34.1,07/04/2021
48275,0,07/04/2021
42011,44,07/04/2021
54039,28.8,07/04/2021
48187,0,07/04/2021
08111,39.8,07/04/2021
16053,27.1,07/04/2021
48189,0,07/04/2021
51177,10,07/04/2021
35031,86.6,07/04/2021
55137,34.6,07/04/2021
37149,35.7,07/04/2021
18073,35.6,07/04/2021
13057,22.7,07/04/2021
28057,23.6,07/04/2021
72059,55.1,07/04/2021
40057,35.1,07/04/2021
29135,24.9,07/04/2021
21195,37.3,07/04/2021
13265,11.1,07/04/2021
27171,40.2,07/04/2021
18155,23.5,07/04/2021
18177,37,07/04/2021
37139,31.9,07/04/2021
55135,41.3,07/04/2021
05025,32.6,07/04/2021
13153,26,07/04/2021
49003,28.9,07/04/2021
48387,0,07/04/2021
49057,34.8,07/04/2021
04013,40.6,07/04/2021
13053,99.9,07/04/2021
17011,38.9,07/04/2021
21189,31.2,07/04/2021
31079,33.4,07/04/2021
51029,8.3,07/04/2021
47133,25.6,07/04/2021
13005,6.4,07/04/2021
48133,0,07/04/2021
20107,25.9,07/04/2021
48493,0,07/04/2021
27101,41.4,07/04/2021
29051,38.7,07/04/2021
13231,7.5,07/04/2021
20057,27.6,07/04/2021
13059,17.4,07/04/2021
48149,0,07/04/2021
41059,37.6,07/04/2021
42019,49.8,07/04/2021
17087,25.3,07/04/2021
38007,14.5,07/04/2021
26007,43.2,07/04/2021
46045,27.2,07/04/2021
40075,38.2,07/04/2021
27131,50.8,07/04/2021
56009,23.4,07/04/2021
28069,26.5,07/04/2021
37013,40.2,07/04/2021
31145,26.2,07/04/2021
40003,35.8,07/04/2021
17007,40.5,07/04/2021
18041,29.8,07/04/2021
30001,42.6,07/04/2021
18119,33.7,07/04/2021
48035,0,07/04/2021
39079,34.6,07/04/2021
42091,52,07/04/2021
39153,48.8,07/04/2021
27029,33.4,07/04/2021
47013,30.4,07/04/2021
48167,0,07/04/2021
31111,21.3,07/04/2021
46061,26.4,07/04/2021
42103,41.2,07/04/2021
29045,20.5,07/04/2021
29011,22.5,07/04/2021
29047,37.8,07/04/2021
26025,39.1,07/04/2021
29095,38.5,07/04/2021
45063,37.5,07/04/2021
51071,15,07/04/2021
51600,5.9,07/04/2021
28067,26.5,07/04/2021
72057,51.7,07/04/2021
13013,12.1,07/04/2021
48241,0,07/04/2021
31073,29.8,07/04/2021
45049,42.5,07/04/2021
05003,31.7,07/04/2021
27161,44.7,07/04/2021
13161,4.4,07/04/2021
29031,34.2,07/04/2021
21029,35.1,07/04/2021
13075,26.1,07/04/2021
20035,34.4,07/04/2021
20099,34.5,07/04/2021
17091,34,07/04/2021
24029,55.1,07/04/2021
46051,34.8,07/04/2021
48479,0,07/04/2021
47081,28.4,07/04/2021
55089,57.7,07/04/2021
44001,63.2,07/04/2021
37153,33,07/04/2021
72061,63.8,07/04/2021
29121,28.6,07/04/2021
17081,28.9,07/04/2021
45051,41.2,07/04/2021
48065,0,07/04/2021
51840,3.1,07/04/2021
49047,23.7,07/04/2021
19063,41,07/04/2021
22051,45.4,07/04/2021
06075,67.2,07/04/2021
38017,45.2,07/04/2021
21111,50.5,07/04/2021
36101,45.8,07/04/2021
24033,50.8,07/04/2021
30031,45.5,07/04/2021
18043,45.6,07/04/2021
48171,0,07/04/2021
21139,34.8,07/04/2021
06029,33.3,07/04/2021
48155,0,07/04/2021
39155,41.8,07/04/2021
28093,31.2,07/04/2021
08079,39.9,07/04/2021
40033,30.9,07/04/2021
48029,0,07/04/2021
48309,0,07/04/2021
54063,24.2,07/04/2021
54031,20.6,07/04/2021
39171,35.2,07/04/2021
36095,44.6,07/04/2021
39025,44.1,07/04/2021
19163,46.6,07/04/2021
54095,15.8,07/04/2021
13081,10.7,07/04/2021
06113,51.4,07/04/2021
20143,30.6,07/04/2021
20151,36.1,07/04/2021
41045,31.4,07/04/2021
39099,43.5,07/04/2021
16045,28,07/04/2021
16083,31.4,07/04/2021
13011,8.1,07/04/2021
51181,31,07/04/2021
72073,57.4,07/04/2021
40089,21.8,07/04/2021
55057,40.7,07/04/2021
01099,25.8,07/04/2021
05109,25.7,07/04/2021
45077,34.4,07/04/2021
20171,32.3,07/04/2021
20173,35,07/04/2021
13001,6.6,07/04/2021
51167,25.6,07/04/2021
51067,21.1,07/04/2021
38079,45.4,07/04/2021
18165,35.7,07/04/2021
29093,26,07/04/2021
26017,46.2,07/04/2021
28035,25.7,07/04/2021
30095,33.3,07/04/2021
08047,39.3,07/04/2021
53007,52.8,07/04/2021
51085,27,07/04/2021
49045,30.6,07/04/2021
19161,42.4,07/04/2021
01105,31.3,07/04/2021
50019,46.6,07/04/2021
37041,34.8,07/04/2021
01119,31.7,07/04/2021
21147,30,07/04/2021
08035,46.2,07/04/2021
25021,63.1,07/04/2021
13271,12,07/04/2021
47077,28.8,07/04/2021
13095,13,07/04/2021
48005,0,07/04/2021
18061,39.7,07/04/2021
18149,28.6,07/04/2021
41057,51.1,07/04/2021
22019,26.7,07/04/2021
08107,47.2,07/04/2021
19127,49.5,07/04/2021
48037,0,07/04/2021
54021,37.3,07/04/2021
29213,26.6,07/04/2021
47089,35.6,07/04/2021
55083,41.2,07/04/2021
49041,26.7,07/04/2021
46125,30.9,07/04/2021
35021,32.2,07/04/2021
20047,35.6,07/04/2021
42065,39,07/04/2021
72031,52.8,07/04/2021
13063,12.3,07/04/2021
37121,35.2,07/04/2021
12079,30.3,07/04/2021
36043,45.6,07/04/2021
35055,50.3,07/04/2021
42113,38.3,07/04/2021
48423,0,07/04/2021
27155,48.8,07/04/2021
19035,43.2,07/04/2021
13097,19.5,07/04/2021
06027,0,07/04/2021
53051,29.5,07/04/2021
48323,0,07/04/2021
20061,40.5,07/04/2021
47063,29.4,07/04/2021
48321,0,07/04/2021
29065,20.1,07/04/2021
27035,44.5,07/04/2021
40147,29.4,07/04/2021
48269,0,07/04/2021
48339,0,07/04/2021
51101,27.4,07/04/2021
48317,0,07/04/2021
19119,32.7,07/04/2021
27047,45.4,07/04/2021
29117,33,07/04/2021
29087,31.2,07/04/2021
51610,5.7,07/04/2021
27043,44.6,07/04/2021
48417,0,07/04/2021
46041,45.7,07/04/2021
20023,34.1,07/04/2021
30061,41.6,07/04/2021
18101,37.4,07/04/2021
21131,35.1,07/04/2021
27153,32.1,07/04/2021
08075,18.5,07/04/2021
35061,37.5,07/04/2021
21217,36.5,07/04/2021
46003,35.6,07/04/2021
27091,44.1,07/04/2021
47101,24.6,07/04/2021
26061,41.6,07/04/2021
28045,25.4,07/04/2021
19003,43.2,07/04/2021
35059,16.5,07/04/2021
27019,50.7,07/04/2021
72147,58.1,07/04/2021
48449,0,07/04/2021
35045,54.3,07/04/2021
51135,14,07/04/2021
31095,43.1,07/04/2021
37039,36.6,07/04/2021
20053,42.7,07/04/2021
20091,52.2,07/04/2021
28137,26.2,07/04/2021
29041,26.9,07/04/2021
26097,59.7,07/04/2021
16063,26.6,07/04/2021
17201,40.1,07/04/2021
51800,24.5,07/04/2021
26031,42,07/04/2021
42073,37.7,07/04/2021
38043,25.1,07/04/2021
04003,44.6,07/04/2021
08109,16,07/04/2021
08081,19.4,07/04/2021
53043,39.1,07/04/2021
05015,29,07/04/2021
31131,41.8,07/04/2021
20055,26.9,07/04/2021
22105,28.7,07/04/2021
18127,45.2,07/04/2021
08033,21.1,07/04/2021
48285,0,07/04/2021
01041,23.2,07/04/2021
40015,45.1,07/04/2021
28089,43.6,07/04/2021
51169,29.3,07/04/2021
05069,25,07/04/2021
08001,36.6,07/04/2021
20109,36.1,07/04/2021
02100,57.9,07/04/2021
13185,18.4,07/04/2021
20105,34.5,07/04/2021
19097,42.9,07/04/2021
18033,34,07/04/2021
21023,34.8,07/04/2021
35029,44.4,07/04/2021
48397,0,07/04/2021
56039,71.6,07/04/2021
48225,0,07/04/2021
26019,54.5,07/04/2021
21039,27.1,07/04/2021
06087,58.9,07/04/2021
19157,47.3,07/04/2021
13085,6.4,07/04/2021
56045,25.6,07/04/2021
20159,32.8,07/04/2021
19055,42.8,07/04/2021
40149,27.4,07/04/2021
34037,48.4,07/04/2021
13101,8.5,07/04/2021
20037,34,07/04/2021
18173,49.9,07/04/2021
20131,40,07/04/2021
13003,5.7,07/04/2021
17089,44.4,07/04/2021
08103,15.7,07/04/2021
13105,11.9,07/04/2021
21205,37.5,07/04/2021
18031,38.3,07/04/2021
17141,40.3,07/04/2021
26095,36.8,07/04/2021
72103,40.5,07/04/2021
54011,19.5,07/04/2021
38095,37,07/04/2021
48303,0,07/04/2021
21203,27.1,07/04/2021
12103,48.7,07/04/2021
48341,0,07/04/2021
36025,45.5,07/04/2021
47047,38.7,07/04/2021
47129,36.9,07/04/2021
21103,41.5,07/04/2021
16047,27.7,07/04/2021
16055,32.2,07/04/2021
46021,23.8,07/04/2021
02180,56.5,07/04/2021
05057,18.6,07/04/2021
37151,30.4,07/04/2021
31093,32.8,07/04/2021
18179,33.7,07/04/2021
40045,27.1,07/04/2021
29141,27.1,07/04/2021
48031,0,07/04/2021
46099,45.8,07/04/2021
19087,41.8,07/04/2021
53015,45.3,07/04/2021
48049,0,07/04/2021
06081,65.3,07/04/2021
42071,47.7,07/04/2021
12091,38.1,07/04/2021
28117,28.6,07/04/2021
26117,32.2,07/04/2021
51165,11.4,07/04/2021
54099,27.6,07/04/2021
21105,25.8,07/04/2021
37069,34.6,07/04/2021
55078,49.4,07/04/2021
24009,52.4,07/04/2021
48185,0,07/04/2021
38025,17.1,07/04/2021
40127,23.6,07/04/2021
37199,38.3,07/04/2021
51740,57.8,07/04/2021
48431,0,07/04/2021
42123,37,07/04/2021
17017,41.9,07/04/2021
38103,34.2,07/04/2021
51087,19,07/04/2021
05065,24,07/04/2021
29131,21.6,07/04/2021
47099,24.6,07/04/2021
48359,0,07/04/2021
19147,40.9,07/04/2021
48139,0,07/04/2021
21227,33.9,07/04/2021
19133,44.2,07/04/2021
21071,39.3,07/04/2021
48315,0,07/04/2021
39043,46.8,07/04/2021
20161,29.8,07/04/2021
29179,15.6,07/04/2021
24003,59.1,07/04/2021
42047,46.6,07/04/2021
