fips,series_complete_pop_pct,date
55141,46.8,07/04/2021
51730,2,07/04/2021
05021,31.4,07/04/2021
26067,36.8,07/04/2021
54071,31.4,07/04/2021
13039,31.5,07/04/2021
28065,27.1,07/04/2021
17073,43.6,07/04/2021
28085,24.2,07/04/2021
23005,69.8,07/04/2021
31039,39.2,07/04/2021
22007,27,07/04/2021
29033,36.4,07/04/2021
22043,25.8,07/04/2021
54043,15.1,07/04/2021
23009,61.9,07/04/2021
19137,44.6,07/04/2021
48077,0,07/04/2021
13145,14.1,07/04/2021
29173,21,07/04/2021
42075,41.7,07/04/2021
51043,42.2,07/04/2021
46121,32.6,07/04/2021
72075,52,07/04/2021
27059,30.3,07/04/2021
26103,54.1,07/04/2021
48457,0,07/04/2021
29009,29.1,07/04/2021
39103,50.5,07/04/2021
36089,48.3,07/04/2021
28063,42.2,07/04/2021
55139,46.9,07/04/2021
48499,0,07/04/2021
51133,21.7,07/04/2021
55099,47.9,07/04/2021
40097,28.4,07/04/2021
48249,0,07/04/2021
26059,29.6,07/04/2021
39015,30.5,07/04/2021
18145,44.5,07/04/2021
41071,48.1,07/04/2021
20123,41.9,07/04/2021
53067,49.9,07/04/2021
28015,26.7,07/04/2021
25001,4.4,07/04/2021
47123,30.8,07/04/2021
19053,32.1,07/04/2021
45037,41.1,07/04/2021
41037,29.9,07/04/2021
37169,27.3,07/04/2021
36119,59.5,07/04/2021
48113,0,07/04/2021
48229,0,07/04/2021
48313,0,07/04/2021
31023,40,07/04/2021
55029,64.6,07/04/2021
48227,0,07/04/2021
49013,25.3,07/04/2021
48467,0,07/04/2021
51011,1.3,07/04/2021
26155,40.6,07/04/2021
19115,40.1,07/04/2021
13179,29.8,07/04/2021
06103,27.4,07/04/2021
46079,34.1,07/04/2021
48429,0,07/04/2021
51061,30.8,07/04/2021
56031,29.7,07/04/2021
42131,46.8,07/04/2021
47065,40.9,07/04/2021
20127,42.6,07/04/2021
21083,30.2,07/04/2021
13157,17.2,07/04/2021
40035,37.1,07/04/2021
05111,26.2,07/04/2021
12071,45.2,07/04/2021
13061,18.6,07/04/2021
29169,28.7,07/04/2021
22091,19,07/04/2021
36069,56,07/04/2021
48299,0,07/04/2021
21223,32.7,07/04/2021
38015,36.1,07/04/2021
54055,34.4,07/04/2021
47075,33.7,07/04/2021
18131,35.4,07/04/2021
27031,68.5,07/04/2021
17127,25.9,07/04/2021
53001,36.7,07/04/2021
28097,34.3,07/04/2021
30023,46,07/04/2021
04019,51,07/04/2021
01007,21.5,07/04/2021
21167,41.5,07/04/2021
06037,50.9,07/04/2021
28023,33.5,07/04/2021
48477,0,07/04/2021
26107,31.9,07/04/2021
21107,37,07/04/2021
78030,0,07/04/2021
56015,29,07/04/2021
28027,30.1,07/04/2021
31165,18.9,07/04/2021
38099,42.3,07/04/2021
39139,33.5,07/04/2021
21003,30.4,07/04/2021
72069,56.1,07/04/2021
30103,36.1,07/04/2021
32019,28.8,07/04/2021
49005,33.1,07/04/2021
51660,4,07/04/2021
29109,24.3,07/04/2021
29101,27,07/04/2021
39055,49.7,07/04/2021
46063,12.5,07/04/2021
45087,28.3,07/04/2021
19057,39.1,07/04/2021
53013,33.9,07/04/2021
21067,54.9,07/04/2021
72071,47.3,07/04/2021
72029,48.2,07/04/2021
54089,14,07/04/2021
34011,33.8,07/04/2021
08099,20.8,07/04/2021
12133,20.8,07/04/2021
16065,33.1,07/04/2021
51081,4,07/04/2021
12015,51.3,07/04/2021
26109,54.9,07/04/2021
41063,46.9,07/04/2021
18171,35.9,07/04/2021
28049,36.9,07/04/2021
41039,54.6,07/04/2021
18093,38.4,07/04/2021
28135,26.1,07/04/2021
39121,31.8,07/04/2021
28053,34.1,07/04/2021
19167,33,07/04/2021
17031,48.8,07/04/2021
06011,39.6,07/04/2021
21233,30.4,07/04/2021
20005,30.5,07/04/2021
51685,1.1,07/04/2021
48421,0,07/04/2021
56011,20.9,07/04/2021
32027,28.4,07/04/2021
28087,33.1,07/04/2021
51111,29.5,07/04/2021
12095,47.1,07/04/2021
48247,0,07/04/2021
72049,57.2,07/04/2021
37133,35.3,07/04/2021
21049,42.9,07/04/2021
72109,50.3,07/04/2021
28121,33.7,07/04/2021
48435,0,07/04/2021
19117,36.5,07/04/2021
48295,0,07/04/2021
29067,15.2,07/04/2021
29057,31.5,07/04/2021
29001,34.2,07/04/2021
17045,31.3,07/04/2021
31065,31.8,07/04/2021
37171,36.1,07/04/2021
16075,22.6,07/04/2021
48121,0,07/04/2021
12099,48.2,07/04/2021
36023,47.5,07/04/2021
47113,37.7,07/04/2021
18147,35,07/04/2021
51049,5.5,07/04/2021
37181,32.3,07/04/2021
06047,29.8,07/04/2021
13175,14.2,07/04/2021
13133,33.1,07/04/2021
29143,21.9,07/04/2021
34033,39.8,07/04/2021
32510,49.1,07/04/2021
53035,49.9,07/04/2021
48231,0,07/04/2021
36031,59.8,07/04/2021
28141,25.4,07/04/2021
30013,40.1,07/04/2021
46017,40,07/04/2021
39021,34.5,07/04/2021
19123,33.8,07/04/2021
29099,30.9,07/04/2021
26053,50.3,07/04/2021
51033,8.6,07/04/2021
39109,37,07/04/2021
17065,26.3,07/04/2021
24005,55.1,07/04/2021
47051,28.5,07/04/2021
31157,28.6,07/04/2021
39051,39.9,07/04/2021
47107,27.9,07/04/2021
32009,31.7,07/04/2021
36117,49.1,07/04/2021
27061,44.1,07/04/2021
06111,53.2,07/04/2021
40029,28.4,07/04/2021
42117,33.3,07/04/2021
17097,50.3,07/04/2021
22117,26.7,07/04/2021
72021,62.2,07/04/2021
47045,25,07/04/2021
48197,0,07/04/2021
54019,24.8,07/04/2021
04012,36.2,07/04/2021
06025,52.2,07/04/2021
17157,32.3,07/04/2021
26077,48.4,07/04/2021
47153,22.2,07/04/2021
72133,50.5,07/04/2021
27081,38.5,07/04/2021
42015,31.7,07/04/2021
42009,29.8,07/04/2021
30045,29.7,07/04/2021
55107,31.2,07/04/2021
29195,33.5,07/04/2021
08071,30.7,07/04/2021
48255,0,07/04/2021
51690,0.5,07/04/2021
17063,36.7,07/04/2021
29199,19.4,07/04/2021
19111,39.6,07/04/2021
39071,27.8,07/04/2021
41003,62.4,07/04/2021
46047,38.8,07/04/2021
40095,31.1,07/04/2021
33007,51.4,07/04/2021
31001,31.4,07/04/2021
34035,57.1,07/04/2021
48179,0,07/04/2021
42003,52.2,07/04/2021
01061,24.7,07/04/2021
24017,48.3,07/04/2021
51073,43.3,07/04/2021
31121,32.1,07/04/2021
49001,25.4,07/04/2021
51075,35.5,07/04/2021
48389,0,07/04/2021
47117,28.5,07/04/2021
29073,37.3,07/04/2021
46055,24.2,07/04/2021
55097,47.8,07/04/2021
32013,30.6,07/04/2021
53037,43.3,07/04/2021
28061,30.3,07/04/2021
39023,41.1,07/04/2021
37029,28.7,07/04/2021
39035,50.2,07/04/2021
35015,25.9,07/04/2021
04027,47.1,07/04/2021
40009,29.7,07/04/2021
45017,26.4,07/04/2021
51630,4.1,07/04/2021
46109,40,07/04/2021
40013,26.3,07/04/2021
36037,47,07/04/2021
19173,38.1,07/04/2021
13111,14.9,07/04/2021
20075,27.3,07/04/2021
42049,46.3,07/04/2021
28029,33,07/04/2021
17129,41.8,07/04/2021
09007,67.9,07/04/2021
13283,5.5,07/04/2021
54081,19.9,07/04/2021
72007,53,07/04/2021
40065,35.6,07/04/2021
18117,43.8,07/04/2021
54041,27.8,07/04/2021
48311,0,07/04/2021
24023,39.5,07/04/2021
20025,36.9,07/04/2021
48473,0,07/04/2021
17197,44.9,07/04/2021
18047,23.7,07/04/2021
53027,44.5,07/04/2021
72045,42.8,07/04/2021
39117,31.9,07/04/2021
26001,47.9,07/04/2021
30021,29.4,07/04/2021
42087,38.7,07/04/2021
46119,26.4,07/04/2021
47023,24.5,07/04/2021
37067,43.8,07/04/2021
27107,43.6,07/04/2021
36091,63.9,07/04/2021
40077,24.2,07/04/2021
39165,50.2,07/04/2021
48067,0,07/04/2021
06089,34,07/04/2021
02150,49.6,07/04/2021
17037,38.3,07/04/2021
37113,28.9,07/04/2021
21143,45.6,07/04/2021
18151,39,07/04/2021
37163,33.4,07/04/2021
48357,0,07/04/2021
27039,45.8,07/04/2021
37109,35,07/04/2021
40007,22.1,07/04/2021
08005,38.4,07/04/2021
49021,26.1,07/04/2021
15003,0,07/04/2021
37027,34.1,07/04/2021
24037,50.6,07/04/2021
28159,31.4,07/04/2021
40117,34.2,07/04/2021
48235,0,07/04/2021
55093,35.4,07/04/2021
18153,37.4,07/04/2021
51620,0,07/04/2021
19181,46.5,07/04/2021
42007,35.4,07/04/2021
47103,29,07/04/2021
36065,48.4,07/04/2021
27027,28.1,07/04/2021
39113,43.3,07/04/2021
48041,0,07/04/2021
56013,40.2,07/04/2021
37049,41.6,07/04/2021
48119,0,07/04/2021
27049,52.6,07/04/2021
72113,60.4,07/04/2021
31055,49.6,07/04/2021
54085,17.6,07/04/2021
42005,46,07/04/2021
48217,0,07/04/2021
20039,31,07/04/2021
38077,40.7,07/04/2021
37107,36.3,07/04/2021
18069,40.7,07/04/2021
18143,33.6,07/04/2021
26087,36.5,07/04/2021
13113,26.5,07/04/2021
04023,75.2,07/04/2021
19083,44.8,07/04/2021
02122,36.3,07/04/2021
72105,47.5,07/04/2021
51720,0,07/04/2021
48053,0,07/04/2021
13303,7.1,07/04/2021
13301,8.7,07/04/2021
05119,39.6,07/04/2021
26149,34.1,07/04/2021
05061,30.3,07/04/2021
46057,27.5,07/04/2021
20149,28.9,07/04/2021
40109,44.1,07/04/2021
48145,0,07/04/2021
26071,45.9,07/04/2021
50011,29.7,07/04/2021
48385,0,07/04/2021
18077,43.9,07/04/2021
36075,46.8,07/04/2021
47011,28.1,07/04/2021
42061,38.5,07/04/2021
48365,0,07/04/2021
20177,44.8,07/04/2021
13195,14.9,07/04/2021
42099,37.6,07/04/2021
02195,61.7,07/04/2021
31053,40.4,07/04/2021
19153,51.1,07/04/2021
17071,35.1,07/04/2021
26011,41.9,07/04/2021
53039,39.5,07/04/2021
37005,42.9,07/04/2021
08057,21.6,07/04/2021
28105,36.4,07/04/2021
21199,33.9,07/04/2021
27021,40.2,07/04/2021
37055,57.8,07/04/2021
16015,24.7,07/04/2021
16043,30.9,07/04/2021
21019,32.3,07/04/2021
20155,37.3,07/04/2021
21073,59.7,07/04/2021
19129,42.6,07/04/2021
06013,61.5,07/04/2021
19171,49.2,07/04/2021
51193,12.6,07/04/2021
21183,28.1,07/04/2021
05091,8.5,07/04/2021
41009,46.1,07/04/2021
47037,46.6,07/04/2021
18157,46.8,07/04/2021
38009,39.7,07/04/2021
39069,39.8,07/04/2021
38037,14.5,07/04/2021
22109,28.8,07/04/2021
29133,30.7,07/04/2021
29147,35.6,07/04/2021
06021,37.1,07/04/2021
22125,64.7,07/04/2021
04009,43.9,07/04/2021
51045,1.5,07/04/2021
48403,0,07/04/2021
55077,42.4,07/04/2021
29177,27.9,07/04/2021
48123,0,07/04/2021
08097,41,07/04/2021
13307,11.4,07/04/2021
12077,23.6,07/04/2021
19011,45.8,07/04/2021
17107,36.3,07/04/2021
29029,29.9,07/04/2021
53055,69.9,07/04/2021
72065,50.9,07/04/2021
26075,40.9,07/04/2021
18025,28.9,07/04/2021
55073,45.7,07/04/2021
21095,31.4,07/04/2021
26153,41.7,07/04/2021
21137,29.6,07/04/2021
13309,4.4,07/04/2021
39097,39.4,07/04/2021
45059,27.4,07/04/2021
05045,32.6,07/04/2021
13241,20.4,07/04/2021
51163,12.7,07/04/2021
12073,41.2,07/04/2021
05009,23.9,07/04/2021
42045,55.1,07/04/2021
37015,33.2,07/04/2021
29119,17.6,07/04/2021
18081,45.4,07/04/2021
17055,28.5,07/04/2021
50023,38.6,07/04/2021
06041,71.6,07/04/2021
12109,51.4,07/04/2021
45053,24.2,07/04/2021
18065,40.9,07/04/2021
36011,47.2,07/04/2021
54053,22.1,07/04/2021
31105,27.3,07/04/2021
33019,52.5,07/04/2021
18055,31.4,07/04/2021
47017,32.2,07/04/2021
54083,27,07/04/2021
37147,37.9,07/04/2021
40105,26.9,07/04/2021
48287,0,07/04/2021
48093,0,07/04/2021
12107,26.1,07/04/2021
01057,23.2,07/04/2021
47041,28.2,07/04/2021
23019,55.1,07/04/2021
45085,31.2,07/04/2021
18057,57.4,07/04/2021
12086,56.8,07/04/2021
08014,48.9,07/04/2021
25019,1.1,07/04/2021
39063,39,07/04/2021
19075,49.5,07/04/2021
26085,47.9,07/04/2021
48209,0,07/04/2021
26151,34.9,07/04/2021
30059,41.5,07/04/2021
01001,24.9,07/04/2021
40137,33.8,07/04/2021
18059,54,07/04/2021
72101,47.6,07/04/2021
37197,34.3,07/04/2021
13155,6.4,07/04/2021
01013,25.3,07/04/2021
21163,31,07/04/2021
48081,0,07/04/2021
53025,38.8,07/04/2021
05031,27,07/04/2021
06009,37.8,07/04/2021
51105,32.7,07/04/2021
51051,26.5,07/04/2021
06061,49.6,07/04/2021
37189,43.2,07/04/2021
31137,28.1,07/04/2021
19047,41.7,07/04/2021
12121,24.9,07/04/2021
27085,43.5,07/04/2021
38019,48.3,07/04/2021
46065,43.7,07/04/2021
31097,41.9,07/04/2021
17035,25.8,07/04/2021
20033,35.6,07/04/2021
18161,35.4,07/04/2021
19085,41,07/04/2021
31081,33.7,07/04/2021
04015,29.7,07/04/2021
30109,21.6,07/04/2021
47151,25.9,07/04/2021
20113,40.7,07/04/2021
48277,0,07/04/2021
51119,45.4,07/04/2021
42057,25.5,07/04/2021
55031,33.6,07/04/2021
39007,39,07/04/2021
21133,38,07/04/2021
48143,0,07/04/2021
56033,38.3,07/04/2021
26083,47.2,07/04/2021
01023,39.5,07/04/2021
20083,35.2,07/04/2021
31037,32.7,07/04/2021
39003,32.4,07/04/2021
37021,49.9,07/04/2021
13119,7.1,07/04/2021
26121,42.4,07/04/2021
55071,46.6,07/04/2021
47033,30.5,07/04/2021
39145,34.1,07/04/2021
45039,38.5,07/04/2021
48169,0,07/04/2021
19077,47.4,07/04/2021
46105,20,07/04/2021
13055,6.9,07/04/2021
48425,0,07/04/2021
18167,39.3,07/04/2021
48279,0,07/04/2021
48453,0,07/04/2021
48283,0,07/04/2021
72067,61,07/04/2021
08049,40.7,07/04/2021
22023,12.5,07/04/2021
19179,37.9,07/04/2021
20137,39.8,07/04/2021
13051,34.8,07/04/2021
29139,34.9,07/04/2021
51089,13,07/04/2021
13117,16.5,07/04/2021
13071,10.7,07/04/2021
27077,45.3,07/04/2021
38035,43.7,07/04/2021
38073,47.8,07/04/2021
39013,35.3,07/04/2021
21221,34.1,07/04/2021
13213,7.6,07/04/2021
48213,0,07/04/2021
21237,36.9,07/04/2021
06079,44.9,07/04/2021
40027,38.2,07/04/2021
13135,22.8,07/04/2021
13169,15,07/04/2021
13285,13.1,07/04/2021
30097,31.4,07/04/2021
05043,30.9,07/04/2021
12093,31.5,07/04/2021
01011,32.7,07/04/2021
46059,32.2,07/04/2021
15009,0,07/04/2021
26159,42.9,07/04/2021
36115,52,07/04/2021
55109,38.2,07/04/2021
48325,0,07/04/2021
28103,35.3,07/04/2021
20209,34.8,07/04/2021
37017,24.5,07/04/2021
27167,24,07/04/2021
47069,30.3,07/04/2021
16017,31.9,07/04/2021
21077,28.9,07/04/2021
21157,39.1,07/04/2021
16079,32.8,07/04/2021
35017,47.3,07/04/2021
46073,35.3,07/04/2021
31181,30.3,07/04/2021
28157,42.1,07/04/2021
48331,0,07/04/2021
48177,0,07/04/2021
46039,29.6,07/04/2021
55013,46,07/04/2021
48101,0,07/04/2021
42079,48,07/04/2021
27165,43.9,07/04/2021
30017,31.8,07/04/2021
36077,49,07/04/2021
01129,25.7,07/04/2021
48259,0,07/04/2021
48043,0,07/04/2021
39127,29.9,07/04/2021
05105,34.2,07/04/2021
18063,56.2,07/04/2021
20009,31,07/04/2021
37053,36.2,07/04/2021
37115,36.2,07/04/2021
37191,34.1,07/04/2021
55007,68.2,07/04/2021
22035,28.6,07/04/2021
24031,68.3,07/04/2021
47079,33.1,07/04/2021
29181,18.9,07/04/2021
29043,31,07/04/2021
31033,32.3,07/04/2021
54003,27.2,07/04/2021
49039,24.5,07/04/2021
30101,33.9,07/04/2021
39065,28.7,07/04/2021
47163,41.2,07/04/2021
47185,30.3,07/04/2021
20145,40.4,07/04/2021
35025,19.1,07/04/2021
26041,50.3,07/04/2021
19025,48,07/04/2021
37059,40.7,07/04/2021
12087,57,07/04/2021
72019,51.9,07/04/2021
12127,43,07/04/2021
02020,45.7,07/04/2021
13247,9.7,07/04/2021
17135,34.1,07/04/2021
41055,43.4,07/04/2021
46013,42.7,07/04/2021
05053,29,07/04/2021
72013,83.1,07/04/2021
48193,0,07/04/2021
31091,33.4,07/04/2021
54015,20.4,07/04/2021
54045,27.8,07/04/2021
51047,10.2,07/04/2021
51036,3.1,07/04/2021
39053,33.4,07/04/2021
31035,31.6,07/04/2021
19051,28.9,07/04/2021
51139,9.6,07/04/2021
17049,31.3,07/04/2021
26163,40.4,07/04/2021
18121,31,07/04/2021
17155,41.1,07/04/2021
05099,22.3,07/04/2021
05067,25.3,07/04/2021
05051,30.2,07/04/2021
53061,54.8,07/04/2021
18109,41.8,07/04/2021
48011,0,07/04/2021
13319,12.8,07/04/2021
26093,47.8,07/04/2021
18021,42.4,07/04/2021
17059,37.5,07/04/2021
27109,59.8,07/04/2021
17137,37.3,07/04/2021
40037,29.3,07/04/2021
37177,32.3,07/04/2021
53073,60.7,07/04/2021
72099,53.8,07/04/2021
55037,38.2,07/04/2021
29203,17.8,07/04/2021
19169,50.8,07/04/2021
01019,22,07/04/2021
28127,28,07/04/2021
22085,23.2,07/04/2021
46071,27.1,07/04/2021
02170,27.4,07/04/2021
32021,40.4,07/04/2021
51041,25.6,07/04/2021
47149,35.2,07/04/2021
35057,32.2,07/04/2021
21201,29.5,07/04/2021
08117,54.6,07/04/2021
20027,41.4,07/04/2021
06051,0,07/04/2021
20073,38.1,07/04/2021
72083,60.8,07/04/2021
13171,6.7,07/04/2021
27169,48.3,07/04/2021
05075,27,07/04/2021
17061,31.2,07/04/2021
12021,52.8,07/04/2021
13259,13.2,07/04/2021
08087,26,07/04/2021
05135,25.6,07/04/2021
13077,19.1,07/04/2021
28151,31.1,07/04/2021
29085,28.9,07/04/2021
13031,19.3,07/04/2021
22037,26.6,07/04/2021
34039,49.2,07/04/2021
27151,44.9,07/04/2021
13089,24,07/04/2021
36109,65.9,07/04/2021
29083,30.4,07/04/2021
32015,27.4,07/04/2021
19031,48.7,07/04/2021
01081,28,07/04/2021
54051,9.2,07/04/2021
12069,48.4,07/04/2021
54069,8.2,07/04/2021
48377,0,07/04/2021
39101,36.5,07/04/2021
30035,61.7,07/04/2021
48261,0,07/04/2021
45073,34.3,07/04/2021
48131,0,07/04/2021
26009,48.5,07/04/2021
48165,0,07/04/2021
17187,36.4,07/04/2021
01021,21,07/04/2021
17151,22.6,07/04/2021
51185,24,07/04/2021
01117,23.2,07/04/2021
13167,6.7,07/04/2021
37095,50.6,07/04/2021
20065,60.5,07/04/2021
13067,30.8,07/04/2021
17101,24.5,07/04/2021
29025,27,07/04/2021
48343,0,07/04/2021
16035,31.3,07/04/2021
28083,38.5,07/04/2021
31167,20.2,07/04/2021
21041,35.9,07/04/2021
13289,5.2,07/04/2021
08119,26.6,07/04/2021
18095,40.1,07/04/2021
34029,41.3,07/04/2021
40043,19.8,07/04/2021
31115,19.4,07/04/2021
47029,36.7,07/04/2021
29149,19.4,07/04/2021
31179,31.1,07/04/2021
38051,32.7,07/04/2021
44005,62.9,07/04/2021
19045,42.7,07/04/2021
18007,33,07/04/2021
19041,42.3,07/04/2021
13029,24.6,07/04/2021
40081,27.3,07/04/2021
26127,41.4,07/04/2021
22081,22.8,07/04/2021
41011,43.7,07/04/2021
32001,33.2,07/04/2021
06107,33.6,07/04/2021
55009,48.9,07/04/2021
17131,43.3,07/04/2021
32003,39.1,07/04/2021
39031,28.9,07/04/2021
17027,39.1,07/04/2021
47025,33,07/04/2021
51019,17.2,07/04/2021
27095,44.7,07/04/2021
40039,33.7,07/04/2021
13037,9.8,07/04/2021
21059,39.5,07/04/2021
46115,31.8,07/04/2021
19187,45.1,07/04/2021
27015,52.6,07/04/2021
21085,34.8,07/04/2021
35035,35.8,07/04/2021
28025,29.4,07/04/2021
17165,32.5,07/04/2021
48265,0,07/04/2021
51760,13.1,07/04/2021
47049,23.3,07/04/2021
26013,45.1,07/04/2021
32005,42.3,07/04/2021
20165,38,07/04/2021
05011,37.3,07/04/2021
26023,34.5,07/04/2021
48495,0,07/04/2021
05013,22.5,07/04/2021
42093,61.8,07/04/2021
08019,27.3,07/04/2021
13131,8.3,07/04/2021
13129,7.8,07/04/2021
01071,30.8,07/04/2021
48347,0,07/04/2021
40131,31.9,07/04/2021
36001,59.9,07/04/2021
37061,27.1,07/04/2021
40093,34.9,07/04/2021
47167,25.3,07/04/2021
54079,14.9,07/04/2021
16021,24.2,07/04/2021
08065,36.4,07/04/2021
22101,28.9,07/04/2021
12033,36.1,07/04/2021
51137,4.9,07/04/2021
17119,41,07/04/2021
72041,56.5,07/04/2021
22059,23.8,07/04/2021
38023,33,07/04/2021
30105,34.4,07/04/2021
34023,53.6,07/04/2021
21179,42.8,07/04/2021
21187,28.1,07/04/2021
25025,57.1,07/04/2021
20029,34.6,07/04/2021
37051,43.7,07/04/2021
46029,34.6,07/04/2021
47173,24.9,07/04/2021
37079,29.1,07/04/2021
48337,0,07/04/2021
08105,34.9,07/04/2021
20049,24.8,07/04/2021
47097,24.3,07/04/2021
47105,48.2,07/04/2021
53059,31.9,07/04/2021
36099,43.4,07/04/2021
53033,64.5,07/04/2021
30009,38.4,07/04/2021
44009,62.9,07/04/2021
17133,44.4,07/04/2021
45065,48.6,07/04/2021
36107,47.4,07/04/2021
45091,31.9,07/04/2021
51103,31.5,07/04/2021
55133,55.1,07/04/2021
45081,21.6,07/04/2021
19093,39,07/04/2021
31041,29,07/04/2021
13165,13.3,07/04/2021
54105,2.9,07/04/2021
51009,25.6,07/04/2021
47073,31.6,07/04/2021
17021,33.2,07/04/2021
27051,44.7,07/04/2021
42107,46.4,07/04/2021
18013,41,07/04/2021
17075,34.8,07/04/2021
48001,0,07/04/2021
37103,36.1,07/04/2021
26139,44.8,07/04/2021
18023,35.9,07/04/2021
42111,37.6,07/04/2021
39167,41.6,07/04/2021
13227,8.9,07/04/2021
51580,0,07/04/2021
18071,39.1,07/04/2021
26129,36,07/04/2021
17175,40.5,07/04/2021
47175,39.4,07/04/2021
42037,48.3,07/04/2021
01017,20.2,07/04/2021
17085,61.7,07/04/2021
04011,31.1,07/04/2021
48439,0,07/04/2021
48291,0,07/04/2021
48117,0,07/04/2021
16037,35.2,07/04/2021
16087,29,07/04/2021
21031,33.3,07/04/2021
53021,32.7,07/04/2021
19105,48.4,07/04/2021
55049,56.6,07/04/2021
26141,50.6,07/04/2021
53071,48.6,07/04/2021
48085,0,07/04/2021
12041,23.2,07/04/2021
53053,47,07/04/2021
28123,29.1,07/04/2021
05017,36.7,07/04/2021
31133,34.3,07/04/2021
05049,21.5,07/04/2021
49029,31.4,07/04/2021
08007,28.1,07/04/2021
19065,43.6,07/04/2021
21197,38.4,07/04/2021
47003,25.7,07/04/2021
46117,47.2,07/04/2021
46089,8.9,07/04/2021
54087,4.4,07/04/2021
51157,21.4,07/04/2021
36057,51.3,07/04/2021
55047,42.3,07/04/2021
17041,33,07/04/2021
19103,59.7,07/04/2021
29017,22.7,07/04/2021
48115,0,07/04/2021
51113,38,07/04/2021
34027,61.7,07/04/2021
26123,33.4,07/04/2021
30019,31.2,07/04/2021
01095,27.5,07/04/2021
13181,12,07/04/2021
13197,8.3,07/04/2021
24011,43.9,07/04/2021
24025,55.3,07/04/2021
31159,38.2,07/04/2021
29201,31.8,07/04/2021
28147,23.7,07/04/2021
13263,20.4,07/04/2021
12065,45,07/04/2021
39067,33.2,07/04/2021
45023,30.3,07/04/2021
28013,24.8,07/04/2021
17105,32.2,07/04/2021
48245,0,07/04/2021
48419,0,07/04/2021
34013,49,07/04/2021
31087,24.7,07/04/2021
24041,59.8,07/04/2021
13251,25.3,07/04/2021
20119,29.1,07/04/2021
26101,48.4,07/04/2021
22063,24.6,07/04/2021
01093,23.9,07/04/2021
20003,30.7,07/04/2021
28075,33.3,07/04/2021
72107,55.7,07/04/2021
24019,45.3,07/04/2021
27079,36.5,07/04/2021
55067,42.5,07/04/2021
13297,15.9,07/04/2021
06093,39.6,07/04/2021
35001,46.5,07/04/2021
48211,0,07/04/2021
22009,26.8,07/04/2021
17109,35.2,07/04/2021
37117,73.1,07/04/2021
28111,23,07/04/2021
51640,1,07/04/2021
54029,18,07/04/2021
48111,0,07/04/2021
72023,52.7,07/04/2021
31139,29.7,07/04/2021
45089,38.9,07/04/2021
47109,32.9,07/04/2021
40025,20.8,07/04/2021
31045,28.8,07/04/2021
18163,45.2,07/04/2021
42121,33.7,07/04/2021
13035,7.9,07/04/2021
72051,54.6,07/04/2021
48199,0,07/04/2021
21093,44.5,07/04/2021
21045,24.4,07/04/2021
23017,52.2,07/04/2021
49009,39.5,07/04/2021
29129,24.5,07/04/2021
28037,29.2,07/04/2021
72079,54.5,07/04/2021
02070,38.8,07/04/2021
36113,63.1,07/04/2021
38031,42.7,07/04/2021
32029,15.6,07/04/2021
36009,42.8,07/04/2021
29023,22.1,07/04/2021
27105,44.9,07/04/2021
55027,39.6,07/04/2021
08051,36.8,07/04/2021
05139,29.9,07/04/2021
18097,42,07/04/2021
21025,33.7,07/04/2021
26147,39.8,07/04/2021
55043,44.2,07/04/2021
31067,31.1,07/04/2021
22115,27.7,07/04/2021
12019,31.2,07/04/2021
34003,59.5,07/04/2021
06017,47.8,07/04/2021
24015,44.3,07/04/2021
10005,51.4,07/04/2021
47007,24.1,07/04/2021
46037,41.9,07/04/2021
01065,40.2,07/04/2021
31119,32.9,07/04/2021
32007,27.8,07/04/2021
20041,39,07/04/2021
31019,28.5,07/04/2021
09003,59,07/04/2021
49025,34.1,07/04/2021
47131,25.9,07/04/2021
42013,39.7,07/04/2021
46035,35.9,07/04/2021
72097,56.5,07/04/2021
55117,47.5,07/04/2021
48057,0,07/04/2021
48153,0,07/04/2021
16009,34.9,07/04/2021
16039,28.8,07/04/2021
55059,45.3,07/04/2021
35007,32.1,07/04/2021
48305,0,07/04/2021
38061,27.1,07/04/2021
36083,56.3,07/04/2021
37135,59.2,07/04/2021
51700,26.8,07/04/2021
22097,25.8,07/04/2021
17015,46.3,07/04/2021
21173,36.1,07/04/2021
39093,48.9,07/04/2021
20205,32,07/04/2021
46129,26.8,07/04/2021
24021,58.6,07/04/2021
45015,31.6,07/04/2021
49049,32,07/04/2021
51179,29.3,07/04/2021
27065,31.6,07/04/2021
39141,37.7,07/04/2021
29019,46.9,07/04/2021
20117,48.3,07/04/2021
21013,32.8,07/04/2021
18037,44.3,07/04/2021
37099,39.8,07/04/2021
31107,38.7,07/04/2021
30089,30.6,07/04/2021
42067,32.4,07/04/2021
19069,42.1,07/04/2021
48191,0,07/04/2021
30037,34,07/04/2021
37137,43.2,07/04/2021
38093,40.4,07/04/2021
47021,34.4,07/04/2021
01079,31.3,07/04/2021
13007,23.2,07/04/2021
01131,32.7,07/04/2021
29111,26,07/04/2021
48409,0,07/04/2021
48157,0,07/04/2021
48163,0,07/04/2021
18079,30.4,07/04/2021
51550,10.6,07/04/2021
39029,37.8,07/04/2021
21159,37.5,07/04/2021
38105,19.7,07/04/2021
19109,43.3,07/04/2021
20089,36.5,07/04/2021
34031,48.5,07/04/2021
01059,28.3,07/04/2021
18107,35.5,07/04/2021
13103,15.4,07/04/2021
37111,34.7,07/04/2021
48015,0,07/04/2021
